"SampleID","Longitude","Latitude","Project_na","Region","Type","Source","Date","Station","Microcystis","Chlorophyll","Secchi","Temperature","SalSurf","TurbidityNTU","TowType","Year","Month","BottomDepth","Tide","Datetime","DO","TurbidityFNU","SizeClass","Lifestage","Volume","CPUE","Taxon"
"20mm 501 2017-05-24 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2017-05-24 07:00:00,"501",NA,NA,47,18.9,0.129314874234204,62.7,"Oblique",2017,NA,9.7536,"Flood",2017-05-24 12:11:00,NA,NA,"Meso","Adult",3.57356612799596,53.8677592928589,"Limnoithona"
"20mm 501 2017-05-24 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2017-05-24 07:00:00,"501",NA,NA,47,18.9,0.129314874234204,62.7,"Oblique",2017,NA,9.7536,"Flood",2017-05-24 12:11:00,NA,NA,"Meso","Juvenile",3.57356612799596,0,"Limnoithona"
"20mm 501 2017-06-06 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2017-06-06 07:00:00,"501",NA,NA,42,20.7,0.112416296386264,27.2,"Oblique",2017,NA,7.9248,"Flood",2017-06-06 13:20:00,NA,NA,"Meso","Adult",3.83795301813405,58.7782691002806,"Limnoithona"
"20mm 501 2017-06-06 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2017-06-06 07:00:00,"501",NA,NA,42,20.7,0.112416296386264,27.2,"Oblique",2017,NA,7.9248,"Flood",2017-06-06 13:20:00,NA,NA,"Meso","Juvenile",3.83795301813405,0,"Limnoithona"
"20mm 501 2017-06-20 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2017-06-20 07:00:00,"501",NA,NA,48,22,3.60381634747069,29.8,"Oblique",2017,NA,7.0104,"Flood",2017-06-20 12:19:00,NA,NA,"Meso","Adult",3.88029835166747,14.0130977239504,"Limnoithona"
"20mm 501 2017-06-20 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2017-06-20 07:00:00,"501",NA,NA,48,22,3.60381634747069,29.8,"Oblique",2017,NA,7.0104,"Flood",2017-06-20 12:19:00,NA,NA,"Meso","Juvenile",3.88029835166747,0,"Limnoithona"
"20mm 501 2017-07-06 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2017-07-06 07:00:00,"501",NA,NA,32,21.7,0.863016308802334,31.2,"Oblique",2017,NA,10.668,"Flood",2017-07-06 11:32:00,NA,NA,"Meso","Adult",3.18540057060635,232.658685990641,"Limnoithona"
"20mm 501 2017-07-06 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2017-07-06 07:00:00,"501",NA,NA,32,21.7,0.863016308802334,31.2,"Oblique",2017,NA,10.668,"Flood",2017-07-06 11:32:00,NA,NA,"Meso","Juvenile",3.18540057060635,0,"Limnoithona"
"20mm 501 2018-03-13 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-03-13 07:00:00,"501",NA,NA,42,13.4,5.58500422936162,18.1,"Oblique",2018,NA,9.144,"Ebb",2018-03-13 15:38:00,NA,NA,"Meso","Adult",3.69435890634447,14.075513862689,"Limnoithona"
"20mm 501 2018-03-13 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-03-13 07:00:00,"501",NA,NA,42,13.4,5.58500422936162,18.1,"Oblique",2018,NA,9.144,"Ebb",2018-03-13 15:38:00,NA,NA,"Meso","Juvenile",3.69435890634447,0,"Limnoithona"
"20mm 501 2018-03-27 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-03-27 07:00:00,"501",NA,NA,35,14.5,0.150159582480745,38,"Oblique",2018,NA,6.7056,"Flood",2018-03-27 13:06:00,NA,NA,"Meso","Adult",3.48534668313468,2.29532403152644,"Limnoithona"
"20mm 501 2018-03-27 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-03-27 07:00:00,"501",NA,NA,35,14.5,0.150159582480745,38,"Oblique",2018,NA,6.7056,"Flood",2018-03-27 13:06:00,NA,NA,"Meso","Juvenile",3.48534668313468,0,"Limnoithona"
"20mm 501 2018-04-10 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-04-10 07:00:00,"501",NA,NA,80,15.7,0.0739890394320595,13.4,"Oblique",2018,NA,9.144,"Flood",2018-04-10 13:34:00,NA,NA,"Meso","Adult",3.56406557239551,0,"Limnoithona"
"20mm 501 2018-04-10 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-04-10 07:00:00,"501",NA,NA,80,15.7,0.0739890394320595,13.4,"Oblique",2018,NA,9.144,"Flood",2018-04-10 13:34:00,NA,NA,"Meso","Juvenile",3.56406557239551,0,"Limnoithona"
"20mm 501 2018-04-24 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-04-24 07:00:00,"501",NA,NA,47,16.8,1.59718378035633,61.5,"Oblique",2018,NA,9.144,"Flood",2018-04-24 10:45:00,NA,NA,"Meso","Adult",2.48643112285932,143.177100997115,"Limnoithona"
"20mm 501 2018-04-24 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-04-24 07:00:00,"501",NA,NA,47,16.8,1.59718378035633,61.5,"Oblique",2018,NA,9.144,"Flood",2018-04-24 10:45:00,NA,NA,"Meso","Juvenile",2.48643112285932,0,"Limnoithona"
"20mm 501 2018-05-08 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-05-08 07:00:00,"501",NA,NA,27,17.6,2.05525181113589,39.5,"Oblique",2018,NA,9.144,"Ebb",2018-05-08 11:30:00,NA,NA,"Meso","Adult",2.62242479016855,128.12569544784,"Limnoithona"
"20mm 501 2018-05-08 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-05-08 07:00:00,"501",NA,NA,27,17.6,2.05525181113589,39.5,"Oblique",2018,NA,9.144,"Ebb",2018-05-08 11:30:00,NA,NA,"Meso","Juvenile",2.62242479016855,1.52530589818857,"Limnoithona"
"20mm 501 2018-05-22 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-05-22 07:00:00,"501",NA,NA,30,17.9,4.9048815660478,42,"Oblique",2018,NA,9.144,"Ebb",2018-05-22 12:09:00,NA,NA,"Meso","Adult",2.6300252346489,41.8246937522957,"Limnoithona"
"20mm 501 2018-05-22 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-05-22 07:00:00,"501",NA,NA,30,17.9,4.9048815660478,42,"Oblique",2018,NA,9.144,"Ebb",2018-05-22 12:09:00,NA,NA,"Meso","Juvenile",2.6300252346489,0,"Limnoithona"
"20mm 501 2018-06-05 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-06-05 07:00:00,"501",NA,NA,28,20.5,NA,43.5,"Oblique",2018,NA,9.144,"Ebb",2018-06-05 12:30:00,NA,NA,"Meso","Adult",2.89359779144982,41.4708638341456,"Limnoithona"
"20mm 501 2018-06-05 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-06-05 07:00:00,"501",NA,NA,28,20.5,NA,43.5,"Oblique",2018,NA,9.144,"Ebb",2018-06-05 12:30:00,NA,NA,"Meso","Juvenile",2.89359779144982,0,"Limnoithona"
"20mm 501 2018-06-19 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-06-19 07:00:00,"501",NA,NA,38,19.3,9.03352714071519,38.2,"Oblique",2018,NA,12.8016,"Ebb",2018-06-19 10:41:00,NA,NA,"Meso","Adult",2.39278278908351,0,"Limnoithona"
"20mm 501 2018-06-19 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2018-06-19 07:00:00,"501",NA,NA,38,19.3,9.03352714071519,38.2,"Oblique",2018,NA,12.8016,"Ebb",2018-06-19 10:41:00,NA,NA,"Meso","Juvenile",2.39278278908351,10.0301624157003,"Limnoithona"
"20mm 501 2019-03-12 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-03-12 07:00:00,"501",NA,NA,28,11.5,0.0768637513938184,70.3,"Oblique",2019,NA,11.2776,"Ebb",2019-03-12 12:36:00,NA,NA,"Meso","Adult",4.30103724254432,0,"Limnoithona"
"20mm 501 2019-03-12 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-03-12 07:00:00,"501",NA,NA,28,11.5,0.0768637513938184,70.3,"Oblique",2019,NA,11.2776,"Ebb",2019-03-12 12:36:00,NA,NA,"Meso","Juvenile",4.30103724254432,0,"Limnoithona"
"20mm 501 2019-03-26 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-03-26 07:00:00,"501",NA,NA,50,14.2,0.0979773366123054,52.8,"Oblique",2019,NA,9.7536,"Ebb",2019-03-26 12:40:00,NA,NA,"Meso","Adult",3.25923345984409,0,"Limnoithona"
"20mm 501 2019-03-26 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-03-26 07:00:00,"501",NA,NA,50,14.2,0.0979773366123054,52.8,"Oblique",2019,NA,9.7536,"Ebb",2019-03-26 12:40:00,NA,NA,"Meso","Juvenile",3.25923345984409,0,"Limnoithona"
"20mm 501 2019-04-09 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-04-09 07:00:00,"501",NA,NA,42,15.1,0.0883721285150298,39.4,"Oblique",2019,NA,6.4008,"Ebb",2019-04-09 12:54:00,NA,NA,"Meso","Adult",3.45955946079062,0,"Limnoithona"
"20mm 501 2019-04-09 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-04-09 07:00:00,"501",NA,NA,42,15.1,0.0883721285150298,39.4,"Oblique",2019,NA,6.4008,"Ebb",2019-04-09 12:54:00,NA,NA,"Meso","Juvenile",3.45955946079062,0,"Limnoithona"
"20mm 501 2019-04-23 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-04-23 07:00:00,"501",NA,NA,45,17,0.0735099936578621,26.1,"Oblique",2019,NA,10.9728,"Ebb",2019-04-23 10:53:00,NA,NA,"Meso","Adult",3.99864813000444,0,"Limnoithona"
"20mm 501 2019-04-23 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-04-23 07:00:00,"501",NA,NA,45,17,0.0735099936578621,26.1,"Oblique",2019,NA,10.9728,"Ebb",2019-04-23 10:53:00,NA,NA,"Meso","Juvenile",3.99864813000444,0,"Limnoithona"
"20mm 501 2019-05-08 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-05-08 07:00:00,"501",NA,NA,42,18.1,0.0730309670554583,23.5,"Oblique",2019,NA,8.5344,"Flood",2019-05-08 13:22:00,NA,NA,"Meso","Adult",4.68133091100784,22.4295188688967,"Limnoithona"
"20mm 501 2019-05-08 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-05-08 07:00:00,"501",NA,NA,42,18.1,0.0730309670554583,23.5,"Oblique",2019,NA,8.5344,"Flood",2019-05-08 13:22:00,NA,NA,"Meso","Juvenile",4.68133091100784,0,"Limnoithona"
"20mm 501 2019-05-21 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-05-21 07:00:00,"501",NA,NA,40,16.7,0.0706360988006013,30.5,"Oblique",2019,NA,7.3152,"Ebb",2019-05-21 12:05:00,NA,NA,"Meso","Adult",2.92345668047979,0,"Limnoithona"
"20mm 501 2019-05-21 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-05-21 07:00:00,"501",NA,NA,40,16.7,0.0706360988006013,30.5,"Oblique",2019,NA,7.3152,"Ebb",2019-05-21 12:05:00,NA,NA,"Meso","Juvenile",2.92345668047979,0,"Limnoithona"
"20mm 501 2019-06-04 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-06-04 07:00:00,"501",NA,NA,37,14.7,0.0711150393745217,23.2,"Oblique",2019,NA,10.3632,"Ebb",2019-06-04 10:40:00,NA,NA,"Meso","Adult",2.10803756551588,0,"Limnoithona"
"20mm 501 2019-06-04 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-06-04 07:00:00,"501",NA,NA,37,14.7,0.0711150393745217,23.2,"Oblique",2019,NA,10.3632,"Ebb",2019-06-04 10:40:00,NA,NA,"Meso","Juvenile",2.10803756551588,0,"Limnoithona"
"20mm 501 2019-06-19 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-06-19 07:00:00,"501",NA,NA,45,21.6,0.257731774625187,32.1,"Oblique",2019,NA,6.7056,"Flood",2019-06-19 15:04:00,NA,NA,"Meso","Adult",2.03854778740977,138.98783000488,"Limnoithona"
"20mm 501 2019-06-19 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-06-19 07:00:00,"501",NA,NA,45,21.6,0.257731774625187,32.1,"Oblique",2019,NA,6.7056,"Flood",2019-06-19 15:04:00,NA,NA,"Meso","Juvenile",2.03854778740977,0,"Limnoithona"
"20mm 501 2019-07-02 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-07-02 07:00:00,"501",NA,NA,37,22.4,1.66052635913551,21.2,"Oblique",2019,NA,9.144,"Flood",2019-07-02 13:21:00,NA,NA,"Meso","Adult",3.39495568270759,0,"Limnoithona"
"20mm 501 2019-07-02 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2019-07-02 07:00:00,"501",NA,NA,37,22.4,1.66052635913551,21.2,"Oblique",2019,NA,9.144,"Flood",2019-07-02 13:21:00,NA,NA,"Meso","Juvenile",3.39495568270759,14.7277327520586,"Limnoithona"
"20mm 501 2020-03-17 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2020-03-17 07:00:00,"501",NA,NA,25,14,0.639582103424588,35,"Oblique",2020,NA,10.9728,"Ebb",2020-03-17 14:46:00,NA,NA,"Meso","Adult",4.94001746778567,233.197555982808,"Limnoithona"
"20mm 501 2020-03-17 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2020-03-17 07:00:00,"501",NA,NA,25,14,0.639582103424588,35,"Oblique",2020,NA,10.9728,"Ebb",2020-03-17 14:46:00,NA,NA,"Meso","Juvenile",4.94001746778567,0,"Limnoithona"
"20mm 501 2020-05-15 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2020-05-15 07:00:00,"501",NA,NA,46,17.8,6.38239915233875,22.9,"Oblique",2020,NA,8.2296,"Flood",2020-05-15 06:34:00,NA,NA,"Meso","Adult",2.54343445646199,7.86338328836699,"Limnoithona"
"20mm 501 2020-05-15 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2020-05-15 07:00:00,"501",NA,NA,46,17.8,6.38239915233875,22.9,"Oblique",2020,NA,8.2296,"Flood",2020-05-15 06:34:00,NA,NA,"Meso","Juvenile",2.54343445646199,0,"Limnoithona"
"20mm 501 2020-05-29 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2020-05-29 07:00:00,"501",NA,NA,26,20.8,8.05934867067292,NA,"Oblique",2020,NA,7.62,"Flood",2020-05-29 10:57:00,NA,NA,"Meso","Adult",0.704941225553019,42.5567393600301,"Limnoithona"
"20mm 501 2020-05-29 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2020-05-29 07:00:00,"501",NA,NA,26,20.8,8.05934867067292,NA,"Oblique",2020,NA,7.62,"Flood",2020-05-29 10:57:00,NA,NA,"Meso","Juvenile",0.704941225553019,0,"Limnoithona"
"20mm 501 2020-06-25 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2020-06-25 07:00:00,"501",NA,NA,66,20,10.523017332516,18.7,"Oblique",2020,NA,12.192,"Ebb",2020-06-25 06:52:00,NA,NA,"Meso","Adult",3.98426157438091,37.6481305756909,"Limnoithona"
"20mm 501 2020-06-25 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2020-06-25 07:00:00,"501",NA,NA,66,20,10.523017332516,18.7,"Oblique",2020,NA,12.192,"Ebb",2020-06-25 06:52:00,NA,NA,"Meso","Juvenile",3.98426157438091,0,"Limnoithona"
"20mm 501 2020-07-10 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2020-07-10 07:00:00,"501",NA,NA,48,22,6.96623757676455,26.9,"Oblique",2020,NA,12.192,"Ebb",2020-07-10 12:24:00,NA,NA,"Meso","Adult",3.50027612764967,47.996213405257,"Limnoithona"
"20mm 501 2020-07-10 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2020-07-10 07:00:00,"501",NA,NA,48,22,6.96623757676455,26.9,"Oblique",2020,NA,12.192,"Ebb",2020-07-10 12:24:00,NA,NA,"Meso","Juvenile",3.50027612764967,0,"Limnoithona"
"20mm 501 2021-03-24 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-03-24 07:00:00,"501",NA,NA,58,12.8,7.30627637848697,20,"Oblique",2021,NA,10.3632,"Flood",2021-03-24 11:34:00,NA,NA,"Meso","Adult",3.01357623646115,346.432251279619,"Limnoithona"
"20mm 501 2021-03-24 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-03-24 07:00:00,"501",NA,NA,58,12.8,7.30627637848697,20,"Oblique",2021,NA,10.3632,"Flood",2021-03-24 11:34:00,NA,NA,"Meso","Juvenile",3.01357623646115,0,"Limnoithona"
"20mm 501 2021-04-06 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-04-06 07:00:00,"501",NA,NA,58,14.8,0.816548242885164,23.9,"Oblique",2021,NA,7.62,"Flood",2021-04-06 11:18:00,NA,NA,"Meso","Adult",3.48670390536332,1983.72642312051,"Limnoithona"
"20mm 501 2021-04-06 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-04-06 07:00:00,"501",NA,NA,58,14.8,0.816548242885164,23.9,"Oblique",2021,NA,7.62,"Flood",2021-04-06 11:18:00,NA,NA,"Meso","Juvenile",3.48670390536332,0,"Limnoithona"
"20mm 501 2021-04-21 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-04-21 07:00:00,"501",NA,NA,52,16,10.51660623304,18.1,"Oblique",2021,NA,12.192,"Ebb",2021-04-21 11:31:00,NA,NA,"Meso","Adult",2.70250090165801,20.7215472030531,"Limnoithona"
"20mm 501 2021-04-21 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-04-21 07:00:00,"501",NA,NA,52,16,10.51660623304,18.1,"Oblique",2021,NA,12.192,"Ebb",2021-04-21 11:31:00,NA,NA,"Meso","Juvenile",2.70250090165801,0,"Limnoithona"
"20mm 501 2021-05-05 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-05-05 07:00:00,"501",NA,NA,62,18.9,10.6063963303365,19.7,"Oblique",2021,NA,8.8392,"High slack",2021-05-05 11:30:00,NA,NA,"Meso","Adult",2.80754990215436,76.5792265473254,"Limnoithona"
"20mm 501 2021-05-05 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-05-05 07:00:00,"501",NA,NA,62,18.9,10.6063963303365,19.7,"Oblique",2021,NA,8.8392,"High slack",2021-05-05 11:30:00,NA,NA,"Meso","Juvenile",2.80754990215436,0,"Limnoithona"
"20mm 501 2021-05-19 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-05-19 07:00:00,"501",NA,NA,27,17.1,11.5600981963089,52.2,"Oblique",2021,NA,12.8016,"Ebb",2021-05-19 13:00:00,NA,NA,"Meso","Adult",3.53284946113691,311.363394364958,"Limnoithona"
"20mm 501 2021-05-19 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-05-19 07:00:00,"501",NA,NA,27,17.1,11.5600981963089,52.2,"Oblique",2021,NA,12.8016,"Ebb",2021-05-19 13:00:00,NA,NA,"Meso","Juvenile",3.53284946113691,2.83057631240871,"Limnoithona"
"20mm 501 2021-06-04 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-06-04 07:00:00,"501",NA,NA,41,19.3,12.1374581098941,19.3,"Oblique",2021,NA,9.4488,"Flood",2021-06-04 11:23:00,NA,NA,"Meso","Adult",2.45277201158917,0,"Limnoithona"
"20mm 501 2021-06-04 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-06-04 07:00:00,"501",NA,NA,41,19.3,12.1374581098941,19.3,"Oblique",2021,NA,9.4488,"Flood",2021-06-04 11:23:00,NA,NA,"Meso","Juvenile",2.45277201158917,16.3080791084548,"Limnoithona"
"20mm 501 2021-06-30 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-06-30 07:00:00,"501",NA,NA,42,20.6,13.6291572012519,24.9,"Oblique",2021,NA,12.192,"Ebb",2021-06-30 11:45:00,NA,NA,"Meso","Adult",3.66015690618287,0,"Limnoithona"
"20mm 501 2021-06-30 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-06-30 07:00:00,"501",NA,NA,42,20.6,13.6291572012519,24.9,"Oblique",2021,NA,12.192,"Ebb",2021-06-30 11:45:00,NA,NA,"Meso","Juvenile",3.66015690618287,0,"Limnoithona"
"20mm 501 2021-07-13 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-07-13 07:00:00,"501",NA,NA,67,21.1,0.0840544648519182,22.5,"Oblique",2021,NA,11.2776,"Ebb",2021-07-13 12:03:00,NA,NA,"Meso","Adult",3.58225235025922,6.69969551370754,"Limnoithona"
"20mm 501 2021-07-13 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2021-07-13 07:00:00,"501",NA,NA,67,21.1,0.0840544648519182,22.5,"Oblique",2021,NA,11.2776,"Ebb",2021-07-13 12:03:00,NA,NA,"Meso","Juvenile",3.58225235025922,6.69969551370754,"Limnoithona"
"20mm 501 2022-03-24 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2022-03-24 07:00:00,"501",NA,NA,59,14.7,6.84911020908648,23.7,"Oblique",2022,NA,13.716,"Ebb",2022-03-24 09:57:00,NA,NA,"Meso","Adult",3.28800657109115,82.1166242105162,"Limnoithona"
"20mm 501 2022-03-24 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2022-03-24 07:00:00,"501",NA,NA,59,14.7,6.84911020908648,23.7,"Oblique",2022,NA,13.716,"Ebb",2022-03-24 09:57:00,NA,NA,"Meso","Juvenile",3.28800657109115,0,"Limnoithona"
"20mm 501 2022-04-07 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2022-04-07 07:00:00,"501",NA,NA,64,16.8,5.50638454860155,25,"Oblique",2022,NA,9.144,"Ebb",2022-04-07 09:53:00,NA,NA,"Meso","Adult",3.12948301478658,124.621222788965,"Limnoithona"
"20mm 501 2022-04-07 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2022-04-07 07:00:00,"501",NA,NA,64,16.8,5.50638454860155,25,"Oblique",2022,NA,9.144,"Ebb",2022-04-07 09:53:00,NA,NA,"Meso","Juvenile",3.12948301478658,0,"Limnoithona"
"20mm 501 2022-04-21 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2022-04-21 07:00:00,"501",NA,NA,37,15.5,4.1220938969145,43.3,"Oblique",2022,NA,12.192,"Ebb",2022-04-21 09:57:00,NA,NA,"Meso","Adult",2.64766912362116,610.348168350369,"Limnoithona"
"20mm 501 2022-04-21 1",-122.02633,38.07333,"Ryer","Grizzly Bay","Outside","20mm",2022-04-21 07:00:00,"501",NA,NA,37,15.5,4.1220938969145,43.3,"Oblique",2022,NA,12.192,"Ebb",2022-04-21 09:57:00,NA,NA,"Meso","Juvenile",2.64766912362116,6.04305117178583,"Limnoithona"
